
     22  2  0  0  1             0             0             0             0             0             0       44.7114           200             0             0
     22  2  0  2  2             0             0             0             8       0.12558             8             0             0       22.4515           210
     23  1  1  0  1       103.771      -108.584             0             0             0             0             0           206             0             0
     23  2  0  1  2             0             0      0.180857             1             0             0       17.5173             1       23.3195           213
     23  2  1  0  1      -189.916      -28.4233             0             0             0             0       30.2288           200             0             0
     24  1  1  0  1      -104.511      -113.784             0             0             0             0             0           206             0             0
     24  2  0  0  1             0             0             0             0             0             0       27.2283           200             0             0
     24  2  0  1  2             0             0      0.125886            23             0             0       21.3168            23       28.6363           213
     25  1  1  0  1       73.8725      -53.1344             0             0             0             0             0           202             0             0
     25  2  0  1  2             0             0      0.142154             3             0             0       28.1243             3       27.8203           211
     25  2  0  0  1             0             0             0             0             0             0       28.1777           200             0             0
     26  1  0  0  1             0             0             0             0             0             0             0           211             0             0
     26  2  0  0  1             0             0             0             0             0             0       34.1249           202             0             0
     26  2  1  0  1       138.986      -145.461             0             0             0             0       23.8348           208             0             0
     27  1  1  0  1       182.282       34.0071             0             0             0             0             0           203             0             0
     27  2  0  1  2             0             0      0.340763            13             0             0       24.2854            13       29.7923           212
     27  2  1  0  1      -106.424       94.8466             0             0             0             0       26.4008           205             0             0
     28  1  1  0  1      -26.4497      -113.895             0             0             0             0             0           206             0             0
     28  2  0  0  1             0             0             0             0             0             0       29.1719           203             0             0
     28  2  0  1  2             0             0      0.122862            21             0             0       16.5794            21       46.5681           209
     29  1  1  0  1      -189.553      0.976498             0             0             0             0             0           201             0             0
     29  2  1  0  1       73.3449       4.27231             0             0             0             0        23.733           201             0             0
     29  2  0  0  1             0             0             0             0             0             0       31.1403           200             0             0
     30  1  1  0  1      -120.922       133.451             0             0             0             0             0           207             0             0
     30  2  0  0  2             0             0             0             0             0             0       22.2413           210       2.88781           212
     30  2  0  0  1             0             0             0             0             0             0       31.5464           203             0             0
     31  1  0  0  1             0             0             0             0             0             0             0           200             0             0
     31  2  0  1  2             0             0      0.143556             8             0             0       17.0062             8       24.8823           210
     31  2  1  0  1       57.5058       99.6813             0             0             0             0       21.3958           205             0             0
     32  1  0  2  2             0             0             0             3             0             3             0             0             0           207
     32  2  1  0  1       32.0747      -71.5413             0             0             0             0       25.6307           204             0             0
     32  2  0  0  1             0             0             0             0             0             0       33.2823           203             0             0
     33  1  0  0  1             0             0             0             0             0             0             0           211             0             0
     33  2  1  0  1      -75.8411      -134.844             0             0             0             0       22.6738           206             0             0
     33  2  0  0  1             0             0             0             0             0             0       42.5453           201             0             0
     34  1  1  0  1       30.0232      -85.1583             0             0             0             0             0           204             0             0
     34  2  0  0  1             0             0             0             0             0             0       27.6037           203             0             0
     34  2  0  1  2             0             0      0.118962             3             0             0       18.4374             3       28.5582           207
     35  1  0  0  1             0             0             0             0             0             0             0           206             0             0
     35  2  0  0  1             0             0             0             0             0             0       44.6818           204             0             0
     35  2  1  0  1      -9.37879       111.287             0             0             0             0       21.1495           207             0             0
     36  1  1  0  1      -86.5682       37.5824             0             0             0             0             0           203             0             0
     36  2  1  0  1       182.438       11.3465             0             0             0             0       27.7929           201             0             0
     36  2  1  0  1      -186.296      -177.706             0             0             0             0       25.5046           208             0             0
     37  1  0  2  2             0             0             0            18             0            18             0             0             0           200
     37  2  0  2  2             0             0             0             6     0.0949061             6             0             0       49.8094           200
     38  1  1  0  1      -42.0198      -105.487             0             0             0             0             0           206             0             0
     38  2  0  0  1             0             0             0             0             0             0       37.3564           203             0             0
     38  2  0  1  2             0             0      0.125624            21             0             0       17.0079            21       27.8851           209
     39  1  0  2  2             0             0             0             1             0             1             0             0             0           213
     39  2  1  0  1       106.208      -54.3095             0             0             0             0       26.7103           202             0             0
     39  2  1  0  1       -164.88      -28.0594             0             0             0             0       33.3506           200             0             0
     40  1  1  0  1       106.257       85.6914             0             0             0             0             0           205             0             0
     40  2  0  1  2             0             0      0.153506            11             0             0       16.1553            11       26.9517           214
     40  2  1  0  1      -180.337       33.1165             0             0             0             0       24.3119           201             0             0
     41  1  1  0  1      -46.2486       163.181             0             0             0             0             0           209             0             0
     41  2  1  0  1       141.595      -17.6241             0             0             0             0       31.5266           200             0             0
     41  2  1  0  1      -121.201      -21.4218             0             0             0             0       24.4526           200             0             0
     42  1  0  0  1             0             0             0             0             0             0             0           205             0             0
     42  2  0  0  1             0             0             0             0             0             0        28.944           205             0             0
     42  2  1  0  1      -5.41919      -90.3202             0             0             0             0       21.7551           204             0             0
     43  1  1  0  1        80.672       130.222             0             0             0             0             0           207             0             0
     43  2  0  0  1             0             0             0             0             0             0       29.3676           210             0             0
     43  2  0  0  1             0             0             0             0             0             0       39.4435           200             0             0
     44  1  0  2  2             0             0             0             3             0             3             0             0             0           209
     44  2  1  0  1       77.8443      -43.9247             0             0             0             0       22.6175           202             0             0
     44  2  0  0  1             0             0             0             0             0             0       30.0896           200             0             0
     45  1  0  0  1             0             0             0             0             0             0             0           204             0             0
     45  2  0  0  1             0             0             0             0             0             0       26.5743           206             0             0
     45  2  1  0  1       11.4497       150.441             0             0             0             0       25.0427           209             0             0
     46  1  0  0  2             0             0             0             0             0             0             0           211             0           213
     46  2  1  0  1       149.851      -94.3541             0             0             0             0       25.8617           204             0             0
     46  2  1  0  1      -165.355      -76.6567             0             0             0             0       28.8659           204             0             0
     47  1  1  0  1      -147.809      -66.9818             0             0             0             0             0           202             0             0
     47  2  1  0  1       145.099      -69.4777             0             0             0             0       38.9606           204             0             0
     47  2  0  1  2             0             0      0.125829             1             0             0       16.5688             1       27.1872           215
     48  1  0  0  1             0             0             0             0             0             0             0           200             0             0
     48  2  0  2  2             0             0             0             3     0.0950296             3             0             0       48.8291           209
     48  2  1  0  1       72.6598      -48.2629             0             0             0             0       25.3043           202             0             0
     49  1  0  0  1             0             0             0             0             0             0             0           201             0             0
     49  2  0  0  1             0             0             0             0             0             0       27.7887           200             0             0
     49  2  0  2  2             0             0             0            18     0.0967868            18             0             0       66.2422           200
     50  1  0  0  1             0             0             0             0             0             0             0           201             0             0
     50  2  1  0  0      -179.143      0.246355             0             0             0             0             0             0             0             0
     50  2  1  0  1       82.4508     -0.199301             0             0             0             0       25.7972           200             0             0
     51  1  1  0  1      -100.172       22.6898             0             0             0             0             0           201             0             0
     51  2  1  0  1      -142.285      -138.642             0             0             0             0       24.2585           206             0             0
     51  2  1  0  1       164.356       11.6771             0             0             0             0       32.6314           201             0             0
     52  1  1  0  1       163.321       116.034             0             0             0             0             0           207             0             0
     52  2  0  0  1             0             0             0             0             0             0       31.4002           210             0             0
     52  2  1  0  1      -183.268       83.6457             0             0             0             0       28.0307           205             0             0
     53  1  1  0  1       -148.76       168.662             0             0             0             0             0           209             0             0
     53  2  0  0  1             0             0             0             0             0             0        42.161           203             0             0
     53  2  1  0  1      -59.0198      -166.989             0             0             0             0       26.1927           208             0             0
     54  1  0  0  1             0             0             0             0             0             0             0           204             0             0
     54  2  1  0  1        20.954       123.892             0             0             0             0       21.0283           207             0             0
     54  2  0  1  1             0             0      0.161397             8             0             0       44.1474           206             0             0
     55  1  1  0  1       173.064      -99.3231             0             0             0             0             0           204             0             0
     55  2  1  0  1      -171.208       7.44946             0             0             0             0       23.1702           201             0             0
     55  2  1  0  1        93.892       17.3237             0             0             0             0       22.9863           201             0             0
     56  1  1  0  1       169.754       182.912             0             0             0             0             0           209             0             0
     56  2  1  0  1       54.7224      -134.513             0             0             0             0       21.9804           206             0             0
     57  1  0  2  2             0             0             0            13             0            13             0             0             0           212
     57  2  0  0  1             0             0             0             0             0             0       27.4218           201             0             0
     57  2  1  0  1      -85.6002       94.5393             0             0             0             0       25.7542           205             0             0
     58  1  1  0  1        117.21       188.152             0             0             0             0             0           211             0             0
     58  2  0  0  1             0             0             0             0             0             0       36.1156           201             0             0
     58  2  1  0  1       87.6111      -159.664             0             0             0             0       25.8725           208             0             0
     59  1  1  0  1       24.2127        187.71             0             0             0             0             0           211             0             0
     59  2  1  0  1       127.711      -24.0612             0             0             0             0       23.4707           200             0             0
     59  2  1  0  1      -137.985      -21.7058             0             0             0             0       25.8188           200             0             0
     60  1  1  0  1       14.1956       61.3007             0             0             0             0             0           203             0             0
     60  2  0  1  2             0             0      0.138955             7             0             0       22.3146             7        28.685           204
     60  2  0  0  1             0             0             0             0             0             0       31.3054           202             0             0
     61  1  1  0  1      -150.398       15.7574             0             0             0             0             0           201             0             0
     61  2  1  0  1       85.3709      -155.506             0             0             0             0       21.6888           208             0             0
     61  2  1  0  1       114.359       22.4875             0             0             0             0       31.8992           201             0             0
     62  1  1  0  1       179.059       20.6873             0             0             0             0             0           201             0             0
     62  2  0  2  2             0             0             0            13      0.115477            13             0             0       49.9996           212
     62  2  1  0  1      -95.2085       57.6201             0             0             0             0       23.1618           203             0             0
     63  1  1  0  0      -87.3757       185.321             0             0             0             0             0             0             0             0
     63  2  0  0  1             0             0             0             0             0             0        27.635           200             0             0
     63  2  1  0  1      -112.792      -163.259             0             0             0             0       26.8002           208             0             0
     64  1  1  0  1      -134.234       67.1318             0             0             0             0             0           203             0             0
     64  2  1  0  1       151.941       55.8074             0             0             0             0       26.6376           203             0             0
     64  2  0  0  2             0             0             0             0             0             0       10.1354            12       27.4021           214
     65  1  1  0  1       180.879       21.5028             0             0             0             0             0           201             0             0
     65  2  0  1  2             0             0      0.125005            13             0             0       20.8656            13       37.5117           212
     65  2  1  0  1      -93.2195       67.5197             0             0             0             0       29.9134           203             0             0
     66  1  1  0  1       39.2927      -133.989             0             0             0             0             0           206             0             0
     66  2  0  0  1             0             0             0             0             0             0        26.764           203             0             0
     66  2  1  0  1       188.063       165.244             0             0             0             0       27.7538           209             0             0
     67  1  1  0  1       81.6939       83.4274             0             0             0             0             0           205             0             0
     67  2  0  0  1             0             0             0             0             0             0       32.3836           201             0             0
     67  2  0  0  2             0             0             0             0             0             0       12.1339            11       25.7803           212
     68  1  0  0  1             0             0             0             0             0             0             0           205             0             0
     68  2  0  2  2             0             0             0             3       0.11291             3             0             0       45.2406           207
     68  2  1  0  1       15.4567      -100.008             0             0             0             0       26.4532           204             0             0
     69  1  0  0  1             0             0             0             0             0             0             0           210             0             0
     69  2  1  0  1      -104.854       136.807             0             0             0             0       22.3599           207             0             0
     69  2  0  0  1             0             0             0             0             0             0        30.704           201             0             0
     70  1  0  0  1             0             0             0             0             0             0             0           201             0             0
     70  2  1  0  1      -72.6482      -134.508             0             0             0             0       24.2945           206             0             0
     70  2  0  0  1             0             0             0             0             0             0       28.9502           211             0             0
     71  1  0  2  2             0             0             0            22             0            22             0             0             0           213
     71  2  1  0  1      -72.3786      -80.7492             0             0             0             0       26.0358           204             0             0
     71  2  0  0  1             0             0             0             0             0             0       25.9754           200             0             0
     72  2  1  0  1      -23.7386      -117.247             0             0             0             0       29.9314           206             0             0
     73  1  0  0  2             0             0             0             0             0             0             0           211             0           213
     73  2  1  0  1       135.168      -29.3441             0             0             0             0       23.3437           200             0             0
     73  2  1  0  1      -129.783      -30.8273             0             0             0             0       29.5359           200             0             0
     74  1  1  0  1       109.269         10.96             0             0             0             0             0           201             0             0
     74  2  1  0  1       106.799      -76.2261             0             0             0             0       23.9608           204             0             0
     74  2  1  0  1      -152.296       7.20089             0             0             0             0       28.4974           201             0             0
     75  1  0  0  2             0             0             0             0             0             0             0           200             0           200
     75  2  0  2  2             0             0             0            18     0.0960011            18             0             0       56.8028           201
     75  2  0  0  2             0             0             0             0             0             0       12.5089             6       30.3252           201
     76  1  1  0  1        80.045       63.6873             0             0             0             0             0           203             0             0
     76  2  0  0  1             0             0             0             0             0             0       30.3256           201             0             0
     76  2  0  2  2             0             0             0             8      0.121311             8             0             0       42.7597           212
     77  1  0  0  1             0             0             0             0             0             0             0           200             0             0
     77  2  0  1  2             0             0      0.113229            16             0             0       17.2274            16       32.1929           210
     77  2  1  0  1      -65.4374       76.1478             0             0             0             0       25.3955           205             0             0
     78  1  1  0  1       129.983       178.365             0             0             0             0             0           209             0             0
     78  2  1  0  1       77.8691       -171.07             0             0             0             0        22.586           208             0             0
     78  2  0  0  1             0             0             0             0             0             0       41.4569           201             0             0
     79  1  1  0  1       42.4449       105.633             0             0             0             0             0           207             0             0
     79  2  0  0  1             0             0             0             0             0             0       28.0671           202             0             0
     79  2  0  2  2             0             0             0             8      0.117373             8             0             0       57.7394           208
     80  1  0  0  1             0             0             0             0             0             0             0           203             0             0
     80  2  1  0  1       35.2774      -157.709             0             0             0             0       24.6987           208             0             0
     80  2  1  0  1        174.46       150.315             0             0             0             0       26.5164           209             0             0
     81  1  0  2  2             0             0             0             1             0             1             0             0             0           213
     81  2  0  0  1             0             0             0             0             0             0       27.7818           200             0             0
     81  2  1  0  1       88.9496      -94.9666             0             0             0             0       24.7846           204             0             0
     82  1  1  0  1        119.94      -68.0957             0             0             0             0             0           204             0             0
     82  2  1  0  1      -161.435       -42.645             0             0             0             0       27.9923           202             0             0
     82  2  0  2  2             0             0             0             1      0.105354             1             0             0        42.411           215
     83  1  1  0  1       161.576      -94.3835             0             0             0             0             0           204             0             0
     83  2  0  0  2             0             0             0             0             0             0       8.45064           211       16.0565           213
     83  2  1  0  1       -165.81      -88.7717             0             0             0             0       36.0988           204             0             0
     84  1  1  0  1       163.797       -82.468             0             0             0             0             0           204             0             0
     84  2  0  0  2             0             0             0             0             0             0       9.57939           211       19.9397           213
     84  2  1  0  1      -154.342      -92.9579             0             0             0             0       24.9587           204             0             0
     85  1  0  0  1             0             0             0             0             0             0             0           202             0             0
     85  2  1  0  1       183.011      -151.216             0             0             0             0        28.707           208             0             0
     85  2  1  0  1       32.8156        150.17             0             0             0             0       22.3356           209             0             0
     86  1  1  0  1       58.4252       29.1185             0             0             0             0             0           201             0             0
     86  2  0  0  1             0             0             0             0             0             0       26.9506           200             0             0
     86  2  0  1  2             0             0        0.4259             7             0             0       21.6379             7         31.19           204
     87  1  0  2  2             0             0             0            13             0            13             0             0             0           212
     87  2  1  0  1       180.127       40.6054             0             0             0             0       26.3823           203             0             0
     87  2  1  0  1      -112.971       100.156             0             0             0             0       23.6722           205             0             0
     88  1  1  0  1       106.679       25.4952             0             0             0             0             0           201             0             0
     88  2  1  0  1       118.027      -161.669             0             0             0             0       22.3212           208             0             0
     88  2  1  0  1      -158.752       15.0215             0             0             0             0       25.0468           201             0             0
     89  1  1  0  1       135.006      -5.24578             0             0             0             0             0           200             0             0
     89  2  1  0  1      -127.882      -5.61171             0             0             0             0       26.1613           200             0             0
     89  2  1  0  1      -17.4058       49.7826             0             0             0             0       23.9757           203             0             0
     90  1  0  2  2             0             0             0             6             0             6             0             0             0           200
     90  2  0  1  2             0             0      0.137201            18             0             0       14.9114            18       28.1521           200
     91  1  1  0  1       95.2252      -174.639             0             0             0             0             0           208             0             0
     91  2  0  0  1             0             0             0             0             0             0       30.3316           201             0             0
     91  2  1  0  1        108.67       177.558             0             0             0             0       24.1919           209             0             0
     92  1  1  0  1      -80.6868       30.0692             0             0             0             0             0           201             0             0
     92  2  0  0  1             0             0             0             0             0             0       31.1887           208             0             0
     92  2  1  0  1       184.032       7.36225             0             0             0             0       26.0831           201             0             0
     93  1  1  0  1      -74.3217       76.3967             0             0             0             0             0           205             0             0
     93  2  0  1  2             0             0      0.126021            16             0             0       24.0335            16       28.8558           212
     93  2  0  0  1             0             0             0             0             0             0       33.9393           201             0             0
     94  1  0  2  2             0             0             0             2             0             2             0             0             0           213
     94  2  0  0  1             0             0             0             0             0             0       31.0544           201             0             0
     94  2  1  0  1       71.4419      -88.4059             0             0             0             0       24.9899           204             0             0
     95  1  1  0  1       154.064      -40.9225             0             0             0             0             0           202             0             0
     95  2  0  2  2             0             0             0            23      0.113583            23             0             0       42.1517           215
     95  2  1  0  1      -123.757      -56.1646             0             0             0             0       22.4018           202             0             0
     96  1  1  0  1      -182.525       -31.083             0             0             0             0             0           200             0             0
     96  2  0  2  2             0             0             0             1      0.104352             1             0             0       41.7261           213
     96  2  1  0  1       103.524      -96.1789             0             0             0             0       24.5043           204             0             0
     97  1  1  0  1      -163.068       82.7932             0             0             0             0             0           205             0             0
     97  2  0  0  2             0             0             0             0             0             0       3.53537           210       25.8794           212
     97  2  1  0  1       154.981       92.4787             0             0             0             0       30.6693           205             0             0
     98  1  0  0  2             0             0             0             0             0             0             0           210             0           212
     98  2  1  0  1      -151.809       97.1772             0             0             0             0        24.568           205             0             0
     98  2  1  0  1       168.019       78.5641             0             0             0             0       25.0586           205             0             0
     99  1  1  0  1      -132.497       99.1002             0             0             0             0             0           205             0             0
     99  2  1  0  1        171.57       59.7968             0             0             0             0       39.9642           203             0             0
     99  2  0  0  1             0             0             0             0             0             0       23.2481           212             0             0
    100  1  0  0  1             0             0             0             0             0             0             0           200             0             0
    100  2  1  0  1       67.1429       104.995             0             0             0             0       22.7603           207             0             0
    100  2  0  0  1             0             0             0             0             0             0       51.0713           210             0             0
    101  1  0  0  2             0             0             0             0             0             0             0            13             0           212
    101  2  1  0  1       188.289       32.1596             0             0             0             0       28.8821           201             0             0
