                0   1   1   1              0        20496.3        113.483        43.5361              0                0   2   1   1        39.4491        59805.8       -9.12143        31.3159            200                0   2   0   2              0        20496.3        113.483        43.5361              0
                1   1   0   2              0        55922.2        5.18241        32.8644              0                1   2   1   1        24.1719        76404.5        132.756        23.9132            205                1   2   0   1        55.7674        55922.2        5.18241        32.8644            201
                2   1   0   1              0        34412.3          146.9        40.4086              0                2   2   1   1        21.8819        81210.3       -100.875        21.4213            206                2   2   0   1        26.6034        34412.3          146.9        40.4086            207
                3   1   0   2              0         101690        122.739        2.21886              0                3   2   0   2        21.5007        25788.7       -176.957        42.6748             18                4   0   0   0              0              0              0              0              0
                4   1   0   1              0         8607.6       -18.1806        39.5267              0                4   2   1   1        26.9017        92754.6        12.8605        14.0579            201                4   2   0   1        33.0139         8607.6       -18.1806        39.5267            204
                5   1   0   1              0          35582        168.072        40.0529              0                5   2   1   1        34.7713        95281.7       -76.5099        11.9292            202                5   2   0   1         34.524          35582        168.072        40.0529            203
                6   1   1   1              0          71931        32.8587        26.0621              0                6   2   0   2         16.388        22510.9       -78.1202        43.2807             11                6   2   1   1        23.6611          71931        32.8587        26.0621            205
                7   1   0   2              0        63939.4        150.555        29.6024              0                7   2   1   1         26.001        62602.3        25.5336        30.1645            205                7   2   1   1        25.9292        63939.4        150.555        29.6024            205
                8   1   1   1              0        32762.8       -15.7335        40.8943              0                8   2   0   2              0        30461.3       -161.937        41.5368              0                8   2   0   2        16.0974        32762.8       -15.7335        40.8943              7
                9   1   1   1              0        33301.1        33.8156        40.7379              0                9   2   0   1        30.9429        42407.7        163.962        37.8285            203                9   2   0   2        16.6476        33301.1        33.8156        40.7379              3
               10   1   0   2              0        94075.7        134.272        12.9855              0               10   2   0   1         34.937        46491.3       -3.28649        36.3989            200               10   2   1   1        26.9842        94075.7        134.272        12.9855            203
               11   1   0   1              0        66418.3        173.624        28.5391              0               11   2   1   1        23.2124        83762.8        18.0587        19.9972            203               11   2   1   1         28.362        66418.3        173.624        28.5391            201
               12   1   0   1              0        67205.1        120.151        28.1955              0               12   2   0   1        24.1848        38348.7       -122.888        39.1795            210               12   2   1   1        25.1594        67205.1        120.151        28.1955            207
               13   1   1   1              0        82508.1        173.118        20.7074              0               13   2   1   1        23.6465        4300.73       -131.685        24.1552            204               13   2   1   1        26.1623        82508.1        173.118        20.7074            201
               14   1   0   1              0        98577.9        132.711        8.43351              0               14   2   0   2              0        19494.6       -165.053        43.6192              0               14   2   0   1        27.8451        98577.9        132.711        8.43351            201
               15   1   0   2              0        40421.8       -171.958         38.499              0               15   2   1   1        23.0977        94590.9        63.2242        12.5443            203               15   2   0   1        33.6644        40421.8       -171.958         38.499            200
               16   1   0   1              0          88939       -159.348        16.8051              0               16   2   1   1        25.7122        60118.5       -2.86631        31.1887            200               16   2   1   1        33.3854          88939       -159.348        16.8051            200
               17   1   1   1              0        52102.7       -179.667        34.3338              0               17   2   0   2        22.8378          16143       -40.8576        43.5999              8               17   2   0   1        26.3869        52102.7       -179.667        34.3338            200
               18   1   1   0              0        7258.03        113.606        37.1653              0               18   2   1   1        28.7005        68962.3       -7.97152        27.4167            200               18   2   0   1        28.6174        7258.03        113.606        37.1653            211
               19   1   0   1              0        18657.4       -164.918        43.6615              0               19   2   0   1        22.0475        98434.1        136.269        8.61434            201               19   2   0   2        17.1116        18657.4       -164.918        43.6615             17
               20   1   1   1              0        49032.1        11.9889        35.4778              0               20   2   1   1          29.39        68040.5       -108.288        27.8273            208               20   2   0   1        27.3213        49032.1        11.9889        35.4778            203
               21   1   1   1              0        55293.7        5.37467        33.1097              0               21   2   0   2        10.9419        29718.5       -117.068        41.7341             13               21   2   0   1        40.8539        55293.7        5.37467        33.1097            201
               22   1   1   1              0        21351.8       -40.7067        43.4408              0               22   2   0   1        44.7114        48600.6       -176.296        35.6358            200               22   2   0   2              0        21351.8       -40.7067        43.4408              0
               23   1   1   1              0        56625.6       -171.396         32.588              0               23   2   0   2        17.5173        30287.3        67.2135        41.5835              1               23   2   1   1        30.2288        56625.6       -171.396         32.588            200
               24   1   1   1              0        32284.9        112.578        41.0313              0               24   2   0   1        27.2283        56168.7       -8.57093        32.7677            200               24   2   0   2        21.3168        32284.9        112.578        41.0313             23
               25   1   1   1              0        54927.5       -178.538         33.252              0               25   2   0   2        28.1243        13815.9        42.9584        43.1858              3               25   2   0   1        28.1777        54927.5       -178.538         33.252            200
               26   1   0   1              0        54043.8       -46.3481        33.5935              0               26   2   0   1        34.1249        53058.7        -166.39        33.9708            202               26   2   1   1        23.8348        54043.8       -46.3481        33.5935            208
               27   1   1   1              0          73336        138.412        25.4023              0               27   2   0   2        24.2854        25604.2       -110.758        42.7139             13               27   2   1   1        26.4008          73336        138.412        25.4023            205
               28   1   1   1              0        33394.9        145.566        40.7105              0               28   2   0   1        29.1719        42757.9        15.7952        37.7085            203               28   2   0   2        16.5794        33394.9        145.566        40.7105             21
               29   1   1   1              0        7924.67       -4.53997        38.4626              0               29   2   1   1         23.733        93012.1        3.04626        13.8549            201               29   2   0   1        31.1403        7924.67       -4.53997        38.4626            200
               30   1   1   1              0        54838.3        11.2674        33.2866              0               30   2   0   2        22.2413        41913.9       -108.907        37.9968            210               30   2   0   1        31.5464        54838.3        11.2674        33.2866            203
               31   1   0   1              0        82441.2        59.9746        20.7447              0               31   2   0   2        17.0062        26422.3       -45.4246        42.5366              8               31   2   1   1        21.3958        82441.2        59.9746        20.7447            205
               32   1   0   2              0        41639.6        170.883        38.0898              0               32   2   1   1        25.6307        91810.3       -65.9286        14.7807            204               32   2   0   1        33.2823        41639.6        170.883        38.0898            203
               33   1   0   1              0        51803.8        2.26191        34.4466              0               33   2   1   1        22.6738        68845.1       -119.356        27.4692            206               33   2   0   1        42.5453        51803.8        2.26191        34.4466            201
               34   1   1   1              0        27241.9        31.3919        42.3494              0               34   2   0   1        27.6037        41649.7        168.595        38.0864            203               34   2   0   2        18.4374        27241.9        31.3919        42.3494              3
               35   1   0   1              0        83135.8        95.0294        20.3546              0               35   2   0   1        44.6818        39129.8       -20.9779        38.9255            204               35   2   1   1        21.1495        83135.8        95.0294        20.3546            207
               36   1   1   1              0        9346.51       -136.318        40.4486              0               36   2   1   1        27.7929        60291.2        3.44254        31.1183            201               36   2   1   1        25.5046        9346.51       -136.318        40.4486            208
               37   1   0   2              0        26431.9        -3.9211        42.5344              0               37   2   0   2              0        26431.9        -3.9211        42.5344              0               38   0   0   0              0              0              0              0              0
               38   1   1   1              0        29925.7        139.665        41.6796              0               38   2   0   1        37.3564        45859.3         9.9182        36.6244            203               38   2   0   2        17.0079        29925.7        139.665        41.6796             21
               39   1   0   2              0        64708.4        -170.34        29.2756              0               39   2   1   1        26.7103        80566.6       -27.1149        21.7683            202               39   2   1   1        33.3506        64708.4        -170.34        29.2756            200
               40   1   1   1              0        59982.1        169.723        31.2442              0               40   2   0   2        16.1553        21961.9       -68.6049        43.3607             11               40   2   1   1        24.3119        59982.1        169.723        31.2442            201
               41   1   1   1              0        79392.6        -169.94          22.39              0               41   2   1   1        31.5266        73273.5       -7.16136        25.4319            200               41   2   1   1        24.4526        79392.6        -169.94          22.39            200
               42   1   0   1              0        89126.1       -93.4668        16.6799              0               42   2   0   1         28.944        33021.7        156.978        40.8194            205               42   2   1   1        21.7551        89126.1       -93.4668        16.6799            204
               43   1   1   1              0        52360.9       -179.426        34.2361              0               43   2   0   1        29.3676        35129.9       -56.9881        40.1914            210               43   2   0   1        39.4435        52360.9       -179.426        34.2361            200
               44   1   0   2              0        56836.8       -177.795        32.5047              0               44   2   1   1        22.6175        89322.2       -29.7413        16.5477            202               44   2   0   1        30.0896        56836.8       -177.795        32.5047            200
               45   1   0   1              0        71054.1        85.6814        26.4676              0               45   2   0   1        26.5743        42226.8       -32.0249        37.8903            206               45   2   1   1        25.0427        71054.1        85.6814        26.4676            209
               46   1   0   2              0        59639.6       -155.022        31.3833              0               46   2   1   1        25.8617        61464.8       -32.3289        30.6367            204               46   2   1   1        28.8659        59639.6       -155.022        31.3833            204
               47   1   1   1              0        23493.8        89.1298        43.1206              0               47   2   1   1        38.9606        67440.7       -25.6294         28.092            204               47   2   0   2        16.5688        23493.8        89.1298        43.1206              1
               48   1   0   1              0        89968.1       -33.8782        16.1057              0               48   2   0   2              0        13018.6        40.1196        42.9304              0               48   2   1   1        25.3043        89968.1       -33.8782        16.1057            202
               49   1   0   1              0        15083.8       -173.337        43.4642              0               49   2   0   1        27.7887        43892.9        -1.0172        37.3162            200               49   2   0   2              0        15083.8       -173.337        43.4642              0
               50   1   0   1              0        90876.2      -0.432488        15.4653              0               50   2   1   0              0        60375.2       -179.944         31.084              0               50   2   1   1        25.7972        90876.2      -0.432488        15.4653            200
               51   1   1   1              0        66188.8        3.96529        28.6388              0               51   2   1   1        24.2585        5949.11       -135.757        33.4865            206               51   2   1   1        32.6314        66188.8        3.96529        28.6388            201
